"cod_universidad","des_universidad","anio","cod_capitulo","des_capitulo","cod_articulo","des_articulo","cod_concepto","des_concepto","cod_subconcepto","des_subconcepto","cod_partida","des_partida","cod_seccion","des_seccion","cod_servicio","des_servicio","cod_unidad_de_coste","des_unidad_de_coste","cod_organica_libre_1","des_organica_libre_1","cod_organica_libre_2","des_organica_libre_2","fecha_referencia","credito_inicial","modificaciones","credito_total","derechos_reconocidos_netos","recaudacion_neta"
"023","Universidad Autónoma de Madrid","2020","3","Tasas, Precios Públicos y otros ingresos","31","Precios Públicos","311","Servicios académicos por enseñanzas propias","311.00","Estudios o titulaciones propias Art. 83 L.O.U","(no informado)","(no informado)","07","VICERRECTORADO DE ESTUDIOS DE POSGRADO","07.30","VICEGERENCIA DE ESTUDIOS Y EXTENSION UNIVERSITARIA","07.30.TP","(SIN DESCRIPCIÓN)","07.30.TP.01","Títulos propios Facultad de Ciencias","07.30.TP.01.09","Curso de Universidad de la Experiencia sobre Ciencias y Ciencias Sociales","01012020","0","0","0","0","0"
"023","Universidad Autónoma de Madrid","2020","3","Tasas, Precios Públicos y otros ingresos","31","Precios Públicos","310","Servicios académicos por enseñanzas oficiales","310.04","Programas oficiales de posgrado, Máster","(no informado)","(no informado)","07","VICERRECTORADO DE ESTUDIOS DE POSGRADO","07.30","VICEGERENCIA DE ESTUDIOS Y EXTENSION UNIVERSITARIA","07.30.TP","(SIN DESCRIPCIÓN)","07.30.TP.01","Títulos propios Facultad de Ciencias","07.30.TP.01.10","Máster en Foof Systems: personalized Functional Foods","01012020","0","0","0","0","0"
"023","Universidad Autónoma de Madrid","2020","3","Tasas, Precios Públicos y otros ingresos","31","Precios Públicos","311","Servicios académicos por enseñanzas propias","311.00","Estudios o titulaciones propias Art. 83 L.O.U","(no informado)","(no informado)","07","VICERRECTORADO DE ESTUDIOS DE POSGRADO","07.30","VICEGERENCIA DE ESTUDIOS Y EXTENSION UNIVERSITARIA","07.30.TP","(SIN DESCRIPCIÓN)","07.30.TP.02","Títulos Propios F. de Ciencias Económicas y Empresariales","07.30.TP.02.01","Master en banca y mercados financieros","01012020","0","0","0","0","0"
"023","Universidad Autónoma de Madrid","2020","3","Tasas, Precios Públicos y otros ingresos","31","Precios Públicos","311","Servicios académicos por enseñanzas propias","311.00","Estudios o titulaciones propias Art. 83 L.O.U","(no informado)","(no informado)","07","VICERRECTORADO DE ESTUDIOS DE POSGRADO","07.30","VICEGERENCIA DE ESTUDIOS Y EXTENSION UNIVERSITARIA","07.30.TP","(SIN DESCRIPCIÓN)","07.30.TP.02","Títulos Propios F. de Ciencias Económicas y Empresariales","07.30.TP.02.02","Master en Admon. y dirección de fundaciones, asociaciones y otros","01012020","0","0","0","0","0"
"023","Universidad Autónoma de Madrid","2020","3","Tasas, Precios Públicos y otros ingresos","31","Precios Públicos","311","Servicios académicos por enseñanzas propias","311.00","Estudios o titulaciones propias Art. 83 L.O.U","(no informado)","(no informado)","07","VICERRECTORADO DE ESTUDIOS DE POSGRADO","07.30","VICEGERENCIA DE ESTUDIOS Y EXTENSION UNIVERSITARIA","07.30.TP","(SIN DESCRIPCIÓN)","07.30.TP.02","Títulos Propios F. de Ciencias Económicas y Empresariales","07.30.TP.02.05","Máster en microcréditos para el desarrollo","01012020","0","0","0","0","0"
"023","Universidad Autónoma de Madrid","2020","3","Tasas, Precios Públicos y otros ingresos","31","Precios Públicos","311","Servicios académicos por enseñanzas propias","311.00","Estudios o titulaciones propias Art. 83 L.O.U","(no informado)","(no informado)","07","VICERRECTORADO DE ESTUDIOS DE POSGRADO","07.30","VICEGERENCIA DE ESTUDIOS Y EXTENSION UNIVERSITARIA","07.30.TP","(SIN DESCRIPCIÓN)","07.30.TP.02","Títulos Propios F. de Ciencias Económicas y Empresariales","07.30.TP.02.22","Máster en Inteligencia Económica","01012020","0","0","0","0","0"
"023","Universidad Autónoma de Madrid","2020","3","Tasas, Precios Públicos y otros ingresos","31","Precios Públicos","311","Servicios académicos por enseñanzas propias","311.00","Estudios o titulaciones propias Art. 83 L.O.U","(no informado)","(no informado)","07","VICERRECTORADO DE ESTUDIOS DE POSGRADO","07.30","VICEGERENCIA DE ESTUDIOS Y EXTENSION UNIVERSITARIA","07.30.TP","(SIN DESCRIPCIÓN)","07.30.TP.02","Títulos Propios F. de Ciencias Económicas y Empresariales","07.30.TP.02.24","Máster en Trasnformación y Consulturía de Negocio","01012020","0","0","0","0","0"
"023","Universidad Autónoma de Madrid","2020","3","Tasas, Precios Públicos y otros ingresos","31","Precios Públicos","311","Servicios académicos por enseñanzas propias","311.00","Estudios o titulaciones propias Art. 83 L.O.U","(no informado)","(no informado)","07","VICERRECTORADO DE ESTUDIOS DE POSGRADO","07.30","VICEGERENCIA DE ESTUDIOS Y EXTENSION UNIVERSITARIA","07.30.TP","(SIN DESCRIPCIÓN)","07.30.TP.02","Títulos Propios F. de Ciencias Económicas y Empresariales","07.30.TP.02.25","Máster en Mercados Financieros","01012020","0","0","0","0","0"
"023","Universidad Autónoma de Madrid","2020","3","Tasas, Precios Públicos y otros ingresos","31","Precios Públicos","311","Servicios académicos por enseñanzas propias","311.00","Estudios o titulaciones propias Art. 83 L.O.U","(no informado)","(no informado)","07","VICERRECTORADO DE ESTUDIOS DE POSGRADO","07.30","VICEGERENCIA DE ESTUDIOS Y EXTENSION UNIVERSITARIA","07.30.TP","(SIN DESCRIPCIÓN)","07.30.TP.03","Títulos propios Facultad de Filosofía y Letras","07.30.TP.03.03","Master de edición UAM EDELVIVES. Taller de Libros","01012020","0","0","0","0","0"
"023","Universidad Autónoma de Madrid","2020","3","Tasas, Precios Públicos y otros ingresos","31","Precios Públicos","311","Servicios académicos por enseñanzas propias","311.00","Estudios o titulaciones propias Art. 83 L.O.U","(no informado)","(no informado)","07","VICERRECTORADO DE ESTUDIOS DE POSGRADO","07.30","VICEGERENCIA DE ESTUDIOS Y EXTENSION UNIVERSITARIA","07.30.TP","(SIN DESCRIPCIÓN)","07.30.TP.03","Títulos propios Facultad de Filosofía y Letras","07.30.TP.03.13","Experto en el Mundo Actual Claves y Desafíos","01012020","0","0","0","0","0"
"023","Universidad Autónoma de Madrid","2020","3","Tasas, Precios Públicos y otros ingresos","31","Precios Públicos","311","Servicios académicos por enseñanzas propias","311.00","Estudios o titulaciones propias Art. 83 L.O.U","(no informado)","(no informado)","07","VICERRECTORADO DE ESTUDIOS DE POSGRADO","07.30","VICEGERENCIA DE ESTUDIOS Y EXTENSION UNIVERSITARIA","07.30.TP","(SIN DESCRIPCIÓN)","07.30.TP.03","Títulos propios Facultad de Filosofía y Letras","07.30.TP.03.17","Experto en intervención social y gestión de la diversidad en el ambito local","01012020","0","0","0","0","0"
"023","Universidad Autónoma de Madrid","2020","3","Tasas, Precios Públicos y otros ingresos","31","Precios Públicos","311","Servicios académicos por enseñanzas propias","311.00","Estudios o titulaciones propias Art. 83 L.O.U","(no informado)","(no informado)","07","VICERRECTORADO DE ESTUDIOS DE POSGRADO","07.30","VICEGERENCIA DE ESTUDIOS Y EXTENSION UNIVERSITARIA","07.30.TP","(SIN DESCRIPCIÓN)","07.30.TP.03","Títulos propios Facultad de Filosofía y Letras","07.30.TP.03.18","Curso de Universidad de la Experiencia sobre Humanidades y Ciencias Sociales","01012020","0","0","0","0","0"
"023","Universidad Autónoma de Madrid","2020","3","Tasas, Precios Públicos y otros ingresos","31","Precios Públicos","311","Servicios académicos por enseñanzas propias","311.00","Estudios o titulaciones propias Art. 83 L.O.U","(no informado)","(no informado)","07","VICERRECTORADO DE ESTUDIOS DE POSGRADO","07.30","VICEGERENCIA DE ESTUDIOS Y EXTENSION UNIVERSITARIA","07.30.TP","(SIN DESCRIPCIÓN)","07.30.TP.03","Títulos propios Facultad de Filosofía y Letras","07.30.TP.03.19","Máster en guión de cine, series tv y dramaturgia","01012020","0","0","0","0","0"
"023","Universidad Autónoma de Madrid","2020","3","Tasas, Precios Públicos y otros ingresos","31","Precios Públicos","311","Servicios académicos por enseñanzas propias","311.00","Estudios o titulaciones propias Art. 83 L.O.U","(no informado)","(no informado)","07","VICERRECTORADO DE ESTUDIOS DE POSGRADO","07.30","VICEGERENCIA DE ESTUDIOS Y EXTENSION UNIVERSITARIA","07.30.TP","(SIN DESCRIPCIÓN)","07.30.TP.04","TÍTULOS PROPIOS FACULTAD DE MEDICINA","07.30.TP.04.03","Master en Monitorización de ensayos clínicos","01012020","0","0","0","0","0"
"023","Universidad Autónoma de Madrid","2020","3","Tasas, Precios Públicos y otros ingresos","31","Precios Públicos","311","Servicios académicos por enseñanzas propias","311.00","Estudios o titulaciones propias Art. 83 L.O.U","(no informado)","(no informado)","07","VICERRECTORADO DE ESTUDIOS DE POSGRADO","07.30","VICEGERENCIA DE ESTUDIOS Y EXTENSION UNIVERSITARIA","07.30.TP","(SIN DESCRIPCIÓN)","07.30.TP.04","TÍTULOS PROPIOS FACULTAD DE MEDICINA","07.30.TP.04.06","Master en Cuidados Paliativos y Tratamiento de Soporte del P","01012020","0","0","0","0","0"
"023","Universidad Autónoma de Madrid","2020","3","Tasas, Precios Públicos y otros ingresos","31","Precios Públicos","311","Servicios académicos por enseñanzas propias","311.00","Estudios o titulaciones propias Art. 83 L.O.U","(no informado)","(no informado)","07","VICERRECTORADO DE ESTUDIOS DE POSGRADO","07.30","VICEGERENCIA DE ESTUDIOS Y EXTENSION UNIVERSITARIA","07.30.TP","(SIN DESCRIPCIÓN)","07.30.TP.04","TÍTULOS PROPIOS FACULTAD DE MEDICINA","07.30.TP.04.07","Máster en musicoterapia avanzada y aplicaciones","01012020","0","0","0","0","0"
"023","Universidad Autónoma de Madrid","2020","3","Tasas, Precios Públicos y otros ingresos","31","Precios Públicos","311","Servicios académicos por enseñanzas propias","311.00","Estudios o titulaciones propias Art. 83 L.O.U","(no informado)","(no informado)","07","VICERRECTORADO DE ESTUDIOS DE POSGRADO","07.30","VICEGERENCIA DE ESTUDIOS Y EXTENSION UNIVERSITARIA","07.30.TP","(SIN DESCRIPCIÓN)","07.30.TP.04","TÍTULOS PROPIOS FACULTAD DE MEDICINA","07.30.TP.04.08","Master en I  D del Medicamento","01012020","0","0","0","0","0"
"023","Universidad Autónoma de Madrid","2020","3","Tasas, Precios Públicos y otros ingresos","31","Precios Públicos","311","Servicios académicos por enseñanzas propias","311.00","Estudios o titulaciones propias Art. 83 L.O.U","(no informado)","(no informado)","07","VICERRECTORADO DE ESTUDIOS DE POSGRADO","07.30","VICEGERENCIA DE ESTUDIOS Y EXTENSION UNIVERSITARIA","07.30.TP","(SIN DESCRIPCIÓN)","07.30.TP.04","TÍTULOS PROPIOS FACULTAD DE MEDICINA","07.30.TP.04.13","Máster en Hepatología","01012020","0","0","0","0","0"
"023","Universidad Autónoma de Madrid","2020","3","Tasas, Precios Públicos y otros ingresos","31","Precios Públicos","311","Servicios académicos por enseñanzas propias","311.00","Estudios o titulaciones propias Art. 83 L.O.U","(no informado)","(no informado)","07","VICERRECTORADO DE ESTUDIOS DE POSGRADO","07.30","VICEGERENCIA DE ESTUDIOS Y EXTENSION UNIVERSITARIA","07.30.TP","(SIN DESCRIPCIÓN)","07.30.TP.04","TÍTULOS PROPIOS FACULTAD DE MEDICINA","07.30.TP.04.14","Máster en Medicina Tropical y Salud Internacional","01012020","0","0","0","0","0"
"023","Universidad Autónoma de Madrid","2020","3","Tasas, Precios Públicos y otros ingresos","31","Precios Públicos","311","Servicios académicos por enseñanzas propias","311.00","Estudios o titulaciones propias Art. 83 L.O.U","(no informado)","(no informado)","07","VICERRECTORADO DE ESTUDIOS DE POSGRADO","07.30","VICEGERENCIA DE ESTUDIOS Y EXTENSION UNIVERSITARIA","07.30.TP","(SIN DESCRIPCIÓN)","07.30.TP.04","TÍTULOS PROPIOS FACULTAD DE MEDICINA","07.30.TP.04.20","Experto en Enfermería Escolar","01012020","0","0","0","0","0"
"023","Universidad Autónoma de Madrid","2020","3","Tasas, Precios Públicos y otros ingresos","31","Precios Públicos","311","Servicios académicos por enseñanzas propias","311.00","Estudios o titulaciones propias Art. 83 L.O.U","(no informado)","(no informado)","07","VICERRECTORADO DE ESTUDIOS DE POSGRADO","07.30","VICEGERENCIA DE ESTUDIOS Y EXTENSION UNIVERSITARIA","07.30.TP","(SIN DESCRIPCIÓN)","07.30.TP.04","TÍTULOS PROPIOS FACULTAD DE MEDICINA","07.30.TP.04.23","Experto Gestión Administrativa de Estudios Clínicos","01012020","0","0","0","0","0"
"023","Universidad Autónoma de Madrid","2020","3","Tasas, Precios Públicos y otros ingresos","31","Precios Públicos","311","Servicios académicos por enseñanzas propias","311.00","Estudios o titulaciones propias Art. 83 L.O.U","(no informado)","(no informado)","07","VICERRECTORADO DE ESTUDIOS DE POSGRADO","07.30","VICEGERENCIA DE ESTUDIOS Y EXTENSION UNIVERSITARIA","07.30.TP","(SIN DESCRIPCIÓN)","07.30.TP.04","TÍTULOS PROPIOS FACULTAD DE MEDICINA","07.30.TP.04.25","Experto en Psicología por Virus Emergentes y del Alto Riesgo","01012020","0","0","0","0","0"
"023","Universidad Autónoma de Madrid","2020","3","Tasas, Precios Públicos y otros ingresos","31","Precios Públicos","311","Servicios académicos por enseñanzas propias","311.00","Estudios o titulaciones propias Art. 83 L.O.U","(no informado)","(no informado)","07","VICERRECTORADO DE ESTUDIOS DE POSGRADO","07.30","VICEGERENCIA DE ESTUDIOS Y EXTENSION UNIVERSITARIA","07.30.TP","(SIN DESCRIPCIÓN)","07.30.TP.04","TÍTULOS PROPIOS FACULTAD DE MEDICINA","07.30.TP.04.28","(OCULTO)","01012020","0","0","0","0","0"
"023","Universidad Autónoma de Madrid","2020","3","Tasas, Precios Públicos y otros ingresos","31","Precios Públicos","311","Servicios académicos por enseñanzas propias","311.00","Estudios o titulaciones propias Art. 83 L.O.U","(no informado)","(no informado)","07","VICERRECTORADO DE ESTUDIOS DE POSGRADO","07.30","VICEGERENCIA DE ESTUDIOS Y EXTENSION UNIVERSITARIA","07.30.TP","(SIN DESCRIPCIÓN)","07.30.TP.05","Títulos Propios Facultad de Derecho","07.30.TP.05.01","Máster en Derecho y Administración Local","01012020","0","0","0","0","0"
"023","Universidad Autónoma de Madrid","2020","3","Tasas, Precios Públicos y otros ingresos","31","Precios Públicos","311","Servicios académicos por enseñanzas propias","311.00","Estudios o titulaciones propias Art. 83 L.O.U","(no informado)","(no informado)","07","VICERRECTORADO DE ESTUDIOS DE POSGRADO","07.30","VICEGERENCIA DE ESTUDIOS Y EXTENSION UNIVERSITARIA","07.30.TP","(SIN DESCRIPCIÓN)","07.30.TP.05","Títulos Propios Facultad de Derecho","07.30.TP.05.02","Máster en Propiedad Intelectual","01012020","0","0","0","0","0"
"023","Universidad Autónoma de Madrid","2020","3","Tasas, Precios Públicos y otros ingresos","31","Precios Públicos","311","Servicios académicos por enseñanzas propias","311.00","Estudios o titulaciones propias Art. 83 L.O.U","(no informado)","(no informado)","07","VICERRECTORADO DE ESTUDIOS DE POSGRADO","07.30","VICEGERENCIA DE ESTUDIOS Y EXTENSION UNIVERSITARIA","07.30.TP","(SIN DESCRIPCIÓN)","07.30.TP.05","Títulos Propios Facultad de Derecho","07.30.TP.05.04","Máster en Derechos Humanos y Gobernabilidad de la F. de Derecho","01012020","0","0","0","0","0"
"023","Universidad Autónoma de Madrid","2020","3","Tasas, Precios Públicos y otros ingresos","31","Precios Públicos","311","Servicios académicos por enseñanzas propias","311.00","Estudios o titulaciones propias Art. 83 L.O.U","(no informado)","(no informado)","07","VICERRECTORADO DE ESTUDIOS DE POSGRADO","07.30","VICEGERENCIA DE ESTUDIOS Y EXTENSION UNIVERSITARIA","07.30.TP","(SIN DESCRIPCIÓN)","07.30.TP.05","Títulos Propios Facultad de Derecho","07.30.TP.05.05","Máster en Contratación Pública Local","01012020","0","0","0","0","0"
"023","Universidad Autónoma de Madrid","2020","3","Tasas, Precios Públicos y otros ingresos","31","Precios Públicos","311","Servicios académicos por enseñanzas propias","311.00","Estudios o titulaciones propias Art. 83 L.O.U","(no informado)","(no informado)","07","VICERRECTORADO DE ESTUDIOS DE POSGRADO","07.30","VICEGERENCIA DE ESTUDIOS Y EXTENSION UNIVERSITARIA","07.30.TP","(SIN DESCRIPCIÓN)","07.30.TP.05","Títulos Propios Facultad de Derecho","07.30.TP.05.06","Máster en Tributación y Gestión Presupuestaria Local","01012020","0","0","0","0","0"
"023","Universidad Autónoma de Madrid","2020","3","Tasas, Precios Públicos y otros ingresos","31","Precios Públicos","311","Servicios académicos por enseñanzas propias","311.00","Estudios o titulaciones propias Art. 83 L.O.U","(no informado)","(no informado)","07","VICERRECTORADO DE ESTUDIOS DE POSGRADO","07.30","VICEGERENCIA DE ESTUDIOS Y EXTENSION UNIVERSITARIA","07.30.TP","(SIN DESCRIPCIÓN)","07.30.TP.05","Títulos Propios Facultad de Derecho","07.30.TP.05.07","Máster Derecho Penal","01012020","0","0","0","0","0"
"023","Universidad Autónoma de Madrid","2020","3","Tasas, Precios Públicos y otros ingresos","31","Precios Públicos","311","Servicios académicos por enseñanzas propias","311.00","Estudios o titulaciones propias Art. 83 L.O.U","(no informado)","(no informado)","07","VICERRECTORADO DE ESTUDIOS DE POSGRADO","07.30","VICEGERENCIA DE ESTUDIOS Y EXTENSION UNIVERSITARIA","07.30.TP","(SIN DESCRIPCIÓN)","07.30.TP.05","Títulos Propios Facultad de Derecho","07.30.TP.05.11","Experto en Tributación","01012020","0","0","0","0","0"
"023","Universidad Autónoma de Madrid","2020","3","Tasas, Precios Públicos y otros ingresos","31","Precios Públicos","311","Servicios académicos por enseñanzas propias","311.00","Estudios o titulaciones propias Art. 83 L.O.U","(no informado)","(no informado)","07","VICERRECTORADO DE ESTUDIOS DE POSGRADO","07.30","VICEGERENCIA DE ESTUDIOS Y EXTENSION UNIVERSITARIA","07.30.TP","(SIN DESCRIPCIÓN)","07.30.TP.05","Títulos Propios Facultad de Derecho","07.30.TP.05.12","Máster en Empleo Público Local","01012020","0","0","0","0","0"
"023","Universidad Autónoma de Madrid","2020","3","Tasas, Precios Públicos y otros ingresos","31","Precios Públicos","311","Servicios académicos por enseñanzas propias","311.00","Estudios o titulaciones propias Art. 83 L.O.U","(no informado)","(no informado)","07","VICERRECTORADO DE ESTUDIOS DE POSGRADO","07.30","VICEGERENCIA DE ESTUDIOS Y EXTENSION UNIVERSITARIA","07.30.TP","(SIN DESCRIPCIÓN)","07.30.TP.05","Títulos Propios Facultad de Derecho","07.30.TP.05.15","Experto en Corporate Governance y Operaciones de M&A","01012020","0","0","0","0","0"
"023","Universidad Autónoma de Madrid","2020","3","Tasas, Precios Públicos y otros ingresos","31","Precios Públicos","311","Servicios académicos por enseñanzas propias","311.00","Estudios o titulaciones propias Art. 83 L.O.U","(no informado)","(no informado)","07","VICERRECTORADO DE ESTUDIOS DE POSGRADO","07.30","VICEGERENCIA DE ESTUDIOS Y EXTENSION UNIVERSITARIA","07.30.TP","(SIN DESCRIPCIÓN)","07.30.TP.05","Títulos Propios Facultad de Derecho","07.30.TP.05.16","Experto en Protección de datos en la Sociedad Digital","01012020","0","0","0","0","0"
"023","Universidad Autónoma de Madrid","2020","3","Tasas, Precios Públicos y otros ingresos","31","Precios Públicos","311","Servicios académicos por enseñanzas propias","311.00","Estudios o titulaciones propias Art. 83 L.O.U","(no informado)","(no informado)","07","VICERRECTORADO DE ESTUDIOS DE POSGRADO","07.30","VICEGERENCIA DE ESTUDIOS Y EXTENSION UNIVERSITARIA","07.30.TP","(SIN DESCRIPCIÓN)","07.30.TP.06","(SIN DESCRIPCIÓN)","07.30.TP.06.01","Máster en Psicología de la Actividad Física y del Deporte","01012020","0","0","0","0","0"
"023","Universidad Autónoma de Madrid","2020","3","Tasas, Precios Públicos y otros ingresos","31","Precios Públicos","311","Servicios académicos por enseñanzas propias","311.00","Estudios o titulaciones propias Art. 83 L.O.U","(no informado)","(no informado)","07","VICERRECTORADO DE ESTUDIOS DE POSGRADO","07.30","VICEGERENCIA DE ESTUDIOS Y EXTENSION UNIVERSITARIA","07.30.TP","(SIN DESCRIPCIÓN)","07.30.TP.06","(SIN DESCRIPCIÓN)","07.30.TP.06.02","Máster en Ciencias Forenses","01012020","0","0","0","0","0"
"023","Universidad Autónoma de Madrid","2020","3","Tasas, Precios Públicos y otros ingresos","31","Precios Públicos","311","Servicios académicos por enseñanzas propias","311.00","Estudios o titulaciones propias Art. 83 L.O.U","(no informado)","(no informado)","07","VICERRECTORADO DE ESTUDIOS DE POSGRADO","07.30","VICEGERENCIA DE ESTUDIOS Y EXTENSION UNIVERSITARIA","07.30.TP","(SIN DESCRIPCIÓN)","07.30.TP.06","(SIN DESCRIPCIÓN)","07.30.TP.06.04","Máster en organización y dirección de recursos humanos","01012020","0","0","0","0","0"
"023","Universidad Autónoma de Madrid","2020","3","Tasas, Precios Públicos y otros ingresos","31","Precios Públicos","311","Servicios académicos por enseñanzas propias","311.00","Estudios o titulaciones propias Art. 83 L.O.U","(no informado)","(no informado)","07","VICERRECTORADO DE ESTUDIOS DE POSGRADO","07.30","VICEGERENCIA DE ESTUDIOS Y EXTENSION UNIVERSITARIA","07.30.TP","(SIN DESCRIPCIÓN)","07.30.TP.06","(SIN DESCRIPCIÓN)","07.30.TP.06.06","Máster en necesidades de drecho de la infancia y la adolescencia","01012020","0","0","0","0","0"
"023","Universidad Autónoma de Madrid","2020","3","Tasas, Precios Públicos y otros ingresos","31","Precios Públicos","311","Servicios académicos por enseñanzas propias","311.00","Estudios o titulaciones propias Art. 83 L.O.U","(no informado)","(no informado)","07","VICERRECTORADO DE ESTUDIOS DE POSGRADO","07.30","VICEGERENCIA DE ESTUDIOS Y EXTENSION UNIVERSITARIA","07.30.TP","(SIN DESCRIPCIÓN)","07.30.TP.06","(SIN DESCRIPCIÓN)","07.30.TP.06.07","Curso de Formación continua en intervención psicosocial","01012020","0","0","0","0","0"
